"","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","n_cycle","pc1"
"566",930021,"E02002394","E02002404",49,0,0,0,3,1,0,21,0,6,18,0,1333.69997244782,0.229761652969871,11.2583209955237,5.25832099552368
"567",930123,"E02002394","E02006861",17,0,0,0,4,0,0,8,2,2,1,0,3983.38939246955,0.135247251536355,2.29920327611804,0.299203276118038
"568",933073,"E02002404","E02002347",1,0,0,0,0,0,0,0,0,0,1,0,6701.43707458815,0.0785311263129629,0.0785311263129629,0.0785311263129629
"569",933075,"E02002404","E02002349",11,0,0,3,2,0,0,6,0,0,0,0,5817.41756016081,0.0937188143543219,1.03090695789754,1.03090695789754
"570",933078,"E02002404","E02002352",14,0,0,0,4,1,0,7,0,0,2,0,5572.87059302886,0.0984164884973364,1.37783083896271,1.37783083896271
"571",933079,"E02002404","E02002353",5,0,0,0,3,0,0,2,0,0,0,0,5371.01341598001,0.102470995874758,0.512354979373792,0.512354979373792
"572",933080,"E02002404","E02002354",4,0,0,1,2,0,0,1,0,0,0,0,5556.95151283571,0.098730327830123,0.394921311320492,0.394921311320492
"573",933083,"E02002404","E02002358",21,0,0,0,9,1,0,8,3,0,0,0,6211.29994657674,0.0866192853493479,1.81900499233631,1.81900499233631
"574",933086,"E02002404","E02002361",14,0,0,0,5,0,1,6,1,1,0,0,4109.21831479261,0.131886118515937,1.84640565922312,0.846405659223117
"575",933088,"E02002404","E02002363",10,0,0,0,2,0,0,6,1,0,1,0,4166.80045560462,0.130375973932832,1.30375973932832,1.30375973932832
"576",933089,"E02002404","E02002364",16,0,0,0,10,0,0,5,1,0,0,0,5143.24927185928,0.107246789248636,1.71594862797817,1.71594862797817
"577",933090,"E02002404","E02002366",6,0,0,0,0,0,0,4,2,0,0,0,4144.75946747496,0.130951965601423,0.785711793608536,0.785711793608536
"578",933091,"E02002404","E02002367",14,0,0,0,0,0,0,9,0,2,3,0,3933.71108871044,0.136597720134622,1.91236808188471,-0.0876319181152929
"579",933093,"E02002404","E02002369",8,0,0,0,0,0,0,6,2,0,0,0,4077.2397457284,0.132732327556753,1.06185862045402,1.06185862045402
"580",933095,"E02002404","E02002371",20,0,0,0,5,0,0,10,1,1,3,0,3059.60223601926,0.162692518124126,3.25385036248252,2.25385036248252
"581",933099,"E02002404","E02002376",2,0,0,0,1,0,0,1,0,0,0,0,2888.92699442467,0.168341907637641,0.336683815275282,0.336683815275282
"582",933100,"E02002404","E02002377",7,0,0,0,0,0,0,6,1,0,0,0,2577.68039929619,0.179154111727075,1.25407878208953,1.25407878208953
"583",933101,"E02002404","E02002379",10,0,0,0,1,0,0,5,1,1,2,0,4318.90039365817,0.126469654741504,1.26469654741504,0.264696547415045
"584",933104,"E02002404","E02002382",10,0,0,0,2,1,0,4,3,0,0,0,2141.86085088184,0.195470662549601,1.95470662549601,1.95470662549601
"585",933106,"E02002404","E02002384",47,0,0,0,9,0,0,12,1,0,24,1,2592.43400662224,0.178626257003145,8.39543407914782,8.39543407914782
"586",933111,"E02002404","E02002389",4,0,0,0,3,0,0,1,0,0,0,0,2559.63753451101,0.179801770268538,0.719207081074151,0.719207081074151
"587",933112,"E02002404","E02002390",44,0,0,0,16,2,0,16,3,2,5,0,3658.43047964851,0.144329138979875,6.35048211511448,4.35048211511448
"588",933115,"E02002404","E02002393",144,0,0,0,22,8,0,40,14,1,59,0,1409.71078335071,0.226295194648948,32.5865080294486,31.5865080294486
"589",933116,"E02002404","E02002394",60,0,0,0,10,2,1,25,3,0,19,0,1333.69997244782,0.229761652969871,13.7856991781923,13.7856991781923
"590",933126,"E02002404","E02002404",149,0,0,1,12,2,1,32,11,3,86,1,0,0.3,44.7,41.7
"591",933291,"E02002404","E02006861",31,0,0,0,11,0,0,8,5,0,7,0,4164.91435880863,0.130425163551229,4.0431800700881,4.0431800700881
"592",2285116,"E02006861","E02002347",15,0,0,0,5,0,0,4,0,3,3,0,3625.02663315605,0.145296596743161,2.17944895114741,-0.820551048852592
"593",2285118,"E02006861","E02002349",15,0,0,0,4,0,0,9,0,2,0,0,5252.2247556599,0.104934623564709,1.57401935347064,-0.425980646529364
"594",2285121,"E02006861","E02002352",24,0,0,0,6,1,0,12,0,2,3,0,3467.35398720344,0.149951465321633,3.59883516771919,1.59883516771919
"595",2285122,"E02006861","E02002353",3,0,0,0,2,0,0,1,0,0,0,0,3987.52838282052,0.135135340448816,0.405406021346448,0.405406021346448
"596",2285123,"E02006861","E02002354",11,0,0,0,1,0,0,6,0,3,1,0,2605.40535777915,0.178163452801206,1.95979798081327,-1.04020201918673
"597",2285126,"E02006861","E02002358",10,0,0,0,4,0,0,3,0,1,1,1,7212.59112408203,0.070899561577147,0.70899561577147,-0.29100438422853
"598",2285129,"E02006861","E02002361",6,0,0,0,3,0,0,3,0,0,0,0,3543.10012958757,0.147696936615809,0.886181619694851,0.886181619694851
"599",2285131,"E02006861","E02002363",23,0,0,0,4,3,0,8,2,4,2,0,2314.23437831865,0.188846704564905,4.34347420499282,0.343474204992816
"600",2285132,"E02006861","E02002364",8,0,0,0,7,0,0,1,0,0,0,0,6571.7442590661,0.0805947590208336,0.644758072166669,0.644758072166669
"601",2285133,"E02006861","E02002366",6,0,0,0,1,1,0,3,0,0,0,1,4740.53215919227,0.11624221131915,0.697453267914902,0.697453267914902
"602",2285134,"E02006861","E02002367",11,0,0,2,3,0,0,0,0,2,4,0,1035.47589666465,0.243882681300637,2.68270949430701,0.682709494307012
"603",2285136,"E02006861","E02002369",4,0,0,0,2,0,0,2,0,0,0,0,5613.47797642372,0.0976204382086175,0.39048175283447,0.39048175283447
"604",2285138,"E02006861","E02002371",30,0,0,0,16,1,0,7,2,1,3,0,2253.73815084485,0.191145485920812,5.73436457762436,4.73436457762436
"605",2285142,"E02006861","E02002377",6,0,0,0,0,0,0,3,0,1,1,1,3033.75950361322,0.163535578788527,0.98121347273116,-0.0187865272688398
"606",2285143,"E02006861","E02002379",5,0,0,0,2,0,0,3,0,0,0,0,6613.06839572419,0.0799314022941045,0.399657011470522,0.399657011470522
"607",2285146,"E02006861","E02002382",6,0,0,0,1,0,0,3,0,0,2,0,3563.79741136626,0.147086815249402,0.882520891496414,0.882520891496414
"608",2285148,"E02006861","E02002384",135,0,0,0,17,3,4,26,4,12,69,0,1593.69998342308,0.218119369179054,29.4461148391723,17.4461148391723
"609",2285153,"E02006861","E02002389",2,0,0,0,0,0,0,2,0,0,0,0,5000.52708513614,0.110352198737514,0.220704397475028,0.220704397475028
"610",2285154,"E02006861","E02002390",13,0,0,1,6,0,0,5,1,0,0,0,6484.0289623022,0.0820211123817994,1.06627446096339,1.06627446096339
"611",2285157,"E02006861","E02002393",78,0,0,0,20,0,0,39,2,2,15,0,3062.0969938912,0.162611362684068,12.6836862893573,10.6836862893573
"612",2285158,"E02006861","E02002394",5,0,0,0,2,0,0,3,0,0,0,0,3983.38939246955,0.135247251536355,0.676236257681776,0.676236257681776
"613",2285168,"E02006861","E02002404",8,0,0,0,1,0,0,3,1,1,2,0,4164.91435880863,0.130425163551229,1.04340130840983,0.0434013084098324
"614",2285422,"E02006861","E02006861",149,0,0,6,8,0,0,19,3,8,104,1,0,0.3,44.7,36.7
